slide,species,tissue,pmid,title,abstract,keywords,involve_cancer,tech,spot_num,gene_num
GSE243367_GSM7784329,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,1928,36601
GSE243367_GSM7784330,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,1471,36601
GSE243367_GSM7784331,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,1742,36601
GSE243367_GSM7784332,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,1274,36601
GSE243367_GSM7784333,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,2091,36601
GSE243367_GSM7784334,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,1213,36601
GSE243367_GSM7784335,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,1872,36601
GSE243367_GSM7784336,human,liver,37968095,Spatial transcriptomics reveals a low extent of transcriptionally active hepatitis B virus integration in patients with HBsAg loss,"Objective: Hepatitis B virus (HBV) can integrate into the chromosomes of infected hepatocytes, contributing to the production of hepatitis B surface antigen (HBsAg) and to hepatocarcinogenesis. In this study, we aimed to explore whether transcriptionally active HBV integration events spread throughout the liver tissue in different phases of chronic HBV infection, especially in patients with HBsAg loss.

Design: We constructed high-resolution spatial transcriptomes of liver biopsies containing 13 059 tissue spots from 18 patients with chronic HBV infection to analyse the occurrence and relative distribution of transcriptionally active viral integration events. Immunohistochemistry was performed to evaluate the expression of HBsAg and HBV core antigen. Intrahepatic covalently closed circular DNA (cccDNA) levels were quantified by real-time qPCR.

Results: Spatial transcriptome sequencing identified the presence of 13 154 virus-host chimeric reads in 7.86% (1026 of 13 059) of liver tissue spots in all patients, including three patients with HBsAg loss. These HBV integration sites were randomly distributed on chromosomes and can localise in host genes involved in hepatocarcinogenesis, such as ALB, CLU and APOB. Patients who were receiving or had received antiviral treatment had a significantly lower percentage of viral integration-containing spots and significantly fewer chimeric reads than treatment-naïve patients. Intrahepatic cccDNA levels correlated well with viral integration events.

Conclusion: Transcriptionally active HBV integration occurred in chronically HBV-infected patients at different phases, including in patients with HBsAg loss. Antiviral treatment was associated with a decreased number and extent of transcriptionally active viral integrations, implying that early treatment intervention may further reduce the number of viral integration events.",chronic viral hepatitis; hepatitis B; liver biopsy.,False,Visium,1574,36601
GSE244534_GSM7818789,mouse,pancreas,38207030,Deterministic reprogramming of neutrophils within tumors,"Neutrophils are increasingly recognized as key players in the tumor immune response and are associated with poor clinical outcomes. Despite recent advances characterizing the diversity of neutrophil states in cancer, common trajectories and mechanisms governing the ontogeny and relationship between these neutrophil states remain undefined. Here, we demonstrate that immature and mature neutrophils that enter tumors undergo irreversible epigenetic, transcriptional, and proteomic modifications to converge into a distinct, terminally differentiated dcTRAIL-R1+ state. Reprogrammed dcTRAIL-R1+ neutrophils predominantly localize to a glycolytic and hypoxic niche at the tumor core and exert pro-angiogenic function that favors tumor growth. We found similar trajectories in neutrophils across multiple tumor types and in humans, suggesting that targeting this program may provide a means of enhancing certain cancer immunotherapies.",,True,Visium,4410,32285
GSE244534_GSM7818790,mouse,pancreas,38207030,Deterministic reprogramming of neutrophils within tumors,"Neutrophils are increasingly recognized as key players in the tumor immune response and are associated with poor clinical outcomes. Despite recent advances characterizing the diversity of neutrophil states in cancer, common trajectories and mechanisms governing the ontogeny and relationship between these neutrophil states remain undefined. Here, we demonstrate that immature and mature neutrophils that enter tumors undergo irreversible epigenetic, transcriptional, and proteomic modifications to converge into a distinct, terminally differentiated dcTRAIL-R1+ state. Reprogrammed dcTRAIL-R1+ neutrophils predominantly localize to a glycolytic and hypoxic niche at the tumor core and exert pro-angiogenic function that favors tumor growth. We found similar trajectories in neutrophils across multiple tumor types and in humans, suggesting that targeting this program may provide a means of enhancing certain cancer immunotherapies.",,True,Visium,4653,32285
GSE244534_GSM7818791,mouse,pancreas,38207030,Deterministic reprogramming of neutrophils within tumors,"Neutrophils are increasingly recognized as key players in the tumor immune response and are associated with poor clinical outcomes. Despite recent advances characterizing the diversity of neutrophil states in cancer, common trajectories and mechanisms governing the ontogeny and relationship between these neutrophil states remain undefined. Here, we demonstrate that immature and mature neutrophils that enter tumors undergo irreversible epigenetic, transcriptional, and proteomic modifications to converge into a distinct, terminally differentiated dcTRAIL-R1+ state. Reprogrammed dcTRAIL-R1+ neutrophils predominantly localize to a glycolytic and hypoxic niche at the tumor core and exert pro-angiogenic function that favors tumor growth. We found similar trajectories in neutrophils across multiple tumor types and in humans, suggesting that targeting this program may provide a means of enhancing certain cancer immunotherapies.",,True,Visium,3402,32285
GSE244534_GSM7818792,mouse,pancreas,38207030,Deterministic reprogramming of neutrophils within tumors,"Neutrophils are increasingly recognized as key players in the tumor immune response and are associated with poor clinical outcomes. Despite recent advances characterizing the diversity of neutrophil states in cancer, common trajectories and mechanisms governing the ontogeny and relationship between these neutrophil states remain undefined. Here, we demonstrate that immature and mature neutrophils that enter tumors undergo irreversible epigenetic, transcriptional, and proteomic modifications to converge into a distinct, terminally differentiated dcTRAIL-R1+ state. Reprogrammed dcTRAIL-R1+ neutrophils predominantly localize to a glycolytic and hypoxic niche at the tumor core and exert pro-angiogenic function that favors tumor growth. We found similar trajectories in neutrophils across multiple tumor types and in humans, suggesting that targeting this program may provide a means of enhancing certain cancer immunotherapies.",,True,Visium,4225,32285
GSE245097_GSM7836297,mouse,tendon,38117901,TrkA-mediated sensory innervation of injured mouse tendon supports tendon sheath progenitor cell expansion and tendon repair,"Peripheral neurons terminate at the surface of tendons partly to relay nociceptive pain signals; however, the role of peripheral nerves in tendon injury and repair remains unclear. Here, we show that after Achilles tendon injury in mice, there is new nerve growth near tendon cells that express nerve growth factor (NGF). Conditional deletion of the Ngf gene in either myeloid or mesenchymal mouse cells limited both innervation and tendon repair. Similarly, inhibition of the NGF receptor tropomyosin receptor kinase A (TrkA) abrogated tendon healing in mouse tendon injury. Sural nerve transection blocked the postinjury increase in tendon sensory innervation and the expansion of tendon sheath progenitor cells (TSPCs) expressing tubulin polymerization promoting protein family member 3. Single cell and spatial transcriptomics revealed that disruption of sensory innervation resulted in dysregulated inflammatory signaling and transforming growth factor-β (TGFβ) signaling in injured mouse tendon. Culture of mouse TSPCs with conditioned medium from dorsal root ganglia neuron further supported a role for neuronal mediators and TGFβ signaling in TSPC proliferation. Transcriptomic and histologic analyses of injured human tendon biopsy samples supported a role for innervation and TGFβ signaling in human tendon regeneration. Last, treating mice after tendon injury systemically with a small-molecule partial agonist of TrkA increased neurovascular response, TGFβ signaling, TSPC expansion, and tendon tissue repair. Although further studies should investigate the potential effects of denervation on mechanical loading of tendon, our results suggest that peripheral innervation is critical for the regenerative response after acute tendon injury.",,False,Visium,3047,32285
GSE245097_GSM7836298,mouse,tendon,38117901,TrkA-mediated sensory innervation of injured mouse tendon supports tendon sheath progenitor cell expansion and tendon repair,"Peripheral neurons terminate at the surface of tendons partly to relay nociceptive pain signals; however, the role of peripheral nerves in tendon injury and repair remains unclear. Here, we show that after Achilles tendon injury in mice, there is new nerve growth near tendon cells that express nerve growth factor (NGF). Conditional deletion of the Ngf gene in either myeloid or mesenchymal mouse cells limited both innervation and tendon repair. Similarly, inhibition of the NGF receptor tropomyosin receptor kinase A (TrkA) abrogated tendon healing in mouse tendon injury. Sural nerve transection blocked the postinjury increase in tendon sensory innervation and the expansion of tendon sheath progenitor cells (TSPCs) expressing tubulin polymerization promoting protein family member 3. Single cell and spatial transcriptomics revealed that disruption of sensory innervation resulted in dysregulated inflammatory signaling and transforming growth factor-β (TGFβ) signaling in injured mouse tendon. Culture of mouse TSPCs with conditioned medium from dorsal root ganglia neuron further supported a role for neuronal mediators and TGFβ signaling in TSPC proliferation. Transcriptomic and histologic analyses of injured human tendon biopsy samples supported a role for innervation and TGFβ signaling in human tendon regeneration. Last, treating mice after tendon injury systemically with a small-molecule partial agonist of TrkA increased neurovascular response, TGFβ signaling, TSPC expansion, and tendon tissue repair. Although further studies should investigate the potential effects of denervation on mechanical loading of tendon, our results suggest that peripheral innervation is critical for the regenerative response after acute tendon injury.",,False,Visium,2027,32285
GSE245097_GSM7836299,mouse,tendon,38117901,TrkA-mediated sensory innervation of injured mouse tendon supports tendon sheath progenitor cell expansion and tendon repair,"Peripheral neurons terminate at the surface of tendons partly to relay nociceptive pain signals; however, the role of peripheral nerves in tendon injury and repair remains unclear. Here, we show that after Achilles tendon injury in mice, there is new nerve growth near tendon cells that express nerve growth factor (NGF). Conditional deletion of the Ngf gene in either myeloid or mesenchymal mouse cells limited both innervation and tendon repair. Similarly, inhibition of the NGF receptor tropomyosin receptor kinase A (TrkA) abrogated tendon healing in mouse tendon injury. Sural nerve transection blocked the postinjury increase in tendon sensory innervation and the expansion of tendon sheath progenitor cells (TSPCs) expressing tubulin polymerization promoting protein family member 3. Single cell and spatial transcriptomics revealed that disruption of sensory innervation resulted in dysregulated inflammatory signaling and transforming growth factor-β (TGFβ) signaling in injured mouse tendon. Culture of mouse TSPCs with conditioned medium from dorsal root ganglia neuron further supported a role for neuronal mediators and TGFβ signaling in TSPC proliferation. Transcriptomic and histologic analyses of injured human tendon biopsy samples supported a role for innervation and TGFβ signaling in human tendon regeneration. Last, treating mice after tendon injury systemically with a small-molecule partial agonist of TrkA increased neurovascular response, TGFβ signaling, TSPC expansion, and tendon tissue repair. Although further studies should investigate the potential effects of denervation on mechanical loading of tendon, our results suggest that peripheral innervation is critical for the regenerative response after acute tendon injury.",,False,Visium,2837,32285
GSE245097_GSM7836300,mouse,tendon,38117901,TrkA-mediated sensory innervation of injured mouse tendon supports tendon sheath progenitor cell expansion and tendon repair,"Peripheral neurons terminate at the surface of tendons partly to relay nociceptive pain signals; however, the role of peripheral nerves in tendon injury and repair remains unclear. Here, we show that after Achilles tendon injury in mice, there is new nerve growth near tendon cells that express nerve growth factor (NGF). Conditional deletion of the Ngf gene in either myeloid or mesenchymal mouse cells limited both innervation and tendon repair. Similarly, inhibition of the NGF receptor tropomyosin receptor kinase A (TrkA) abrogated tendon healing in mouse tendon injury. Sural nerve transection blocked the postinjury increase in tendon sensory innervation and the expansion of tendon sheath progenitor cells (TSPCs) expressing tubulin polymerization promoting protein family member 3. Single cell and spatial transcriptomics revealed that disruption of sensory innervation resulted in dysregulated inflammatory signaling and transforming growth factor-β (TGFβ) signaling in injured mouse tendon. Culture of mouse TSPCs with conditioned medium from dorsal root ganglia neuron further supported a role for neuronal mediators and TGFβ signaling in TSPC proliferation. Transcriptomic and histologic analyses of injured human tendon biopsy samples supported a role for innervation and TGFβ signaling in human tendon regeneration. Last, treating mice after tendon injury systemically with a small-molecule partial agonist of TrkA increased neurovascular response, TGFβ signaling, TSPC expansion, and tendon tissue repair. Although further studies should investigate the potential effects of denervation on mechanical loading of tendon, our results suggest that peripheral innervation is critical for the regenerative response after acute tendon injury.",,False,Visium,2751,32285
GSE245110_GSM7836925,mouse,lymph node,38374265,SLIDE: Significant Latent Factor Interaction Discovery and Exploration across biological domains,"Modern multiomic technologies can generate deep multiscale profiles. However, differences in data modalities, multicollinearity of the data, and large numbers of irrelevant features make analyses and integration of high-dimensional omic datasets challenging. Here we present Significant Latent Factor Interaction Discovery and Exploration (SLIDE), a first-in-class interpretable machine learning technique for identifying significant interacting latent factors underlying outcomes of interest from high-dimensional omic datasets. SLIDE makes no assumptions regarding data-generating mechanisms, comes with theoretical guarantees regarding identifiability of the latent factors/corresponding inference, and has rigorous false discovery rate control. Using SLIDE on single-cell and spatial omic datasets, we uncovered significant interacting latent factors underlying a range of molecular, cellular and organismal phenotypes. SLIDE outperforms/performs at least as well as a wide range of state-of-the-art approaches, including other latent factor approaches. More importantly, it provides biological inference beyond prediction that other methods do not afford. Thus, SLIDE is a versatile engine for biological discovery from modern multiomic datasets.",,False,Visium,657,32285
GSE245110_GSM7836926,mouse,lymph node,38374265,SLIDE: Significant Latent Factor Interaction Discovery and Exploration across biological domains,"Modern multiomic technologies can generate deep multiscale profiles. However, differences in data modalities, multicollinearity of the data, and large numbers of irrelevant features make analyses and integration of high-dimensional omic datasets challenging. Here we present Significant Latent Factor Interaction Discovery and Exploration (SLIDE), a first-in-class interpretable machine learning technique for identifying significant interacting latent factors underlying outcomes of interest from high-dimensional omic datasets. SLIDE makes no assumptions regarding data-generating mechanisms, comes with theoretical guarantees regarding identifiability of the latent factors/corresponding inference, and has rigorous false discovery rate control. Using SLIDE on single-cell and spatial omic datasets, we uncovered significant interacting latent factors underlying a range of molecular, cellular and organismal phenotypes. SLIDE outperforms/performs at least as well as a wide range of state-of-the-art approaches, including other latent factor approaches. More importantly, it provides biological inference beyond prediction that other methods do not afford. Thus, SLIDE is a versatile engine for biological discovery from modern multiomic datasets.",,False,Visium,582,32285
GSE245110_GSM7836927,mouse,lymph node,38374265,SLIDE: Significant Latent Factor Interaction Discovery and Exploration across biological domains,"Modern multiomic technologies can generate deep multiscale profiles. However, differences in data modalities, multicollinearity of the data, and large numbers of irrelevant features make analyses and integration of high-dimensional omic datasets challenging. Here we present Significant Latent Factor Interaction Discovery and Exploration (SLIDE), a first-in-class interpretable machine learning technique for identifying significant interacting latent factors underlying outcomes of interest from high-dimensional omic datasets. SLIDE makes no assumptions regarding data-generating mechanisms, comes with theoretical guarantees regarding identifiability of the latent factors/corresponding inference, and has rigorous false discovery rate control. Using SLIDE on single-cell and spatial omic datasets, we uncovered significant interacting latent factors underlying a range of molecular, cellular and organismal phenotypes. SLIDE outperforms/performs at least as well as a wide range of state-of-the-art approaches, including other latent factor approaches. More importantly, it provides biological inference beyond prediction that other methods do not afford. Thus, SLIDE is a versatile engine for biological discovery from modern multiomic datasets.",,False,Visium,621,32285
GSE245110_GSM7836928,mouse,lymph node,38374265,SLIDE: Significant Latent Factor Interaction Discovery and Exploration across biological domains,"Modern multiomic technologies can generate deep multiscale profiles. However, differences in data modalities, multicollinearity of the data, and large numbers of irrelevant features make analyses and integration of high-dimensional omic datasets challenging. Here we present Significant Latent Factor Interaction Discovery and Exploration (SLIDE), a first-in-class interpretable machine learning technique for identifying significant interacting latent factors underlying outcomes of interest from high-dimensional omic datasets. SLIDE makes no assumptions regarding data-generating mechanisms, comes with theoretical guarantees regarding identifiability of the latent factors/corresponding inference, and has rigorous false discovery rate control. Using SLIDE on single-cell and spatial omic datasets, we uncovered significant interacting latent factors underlying a range of molecular, cellular and organismal phenotypes. SLIDE outperforms/performs at least as well as a wide range of state-of-the-art approaches, including other latent factor approaches. More importantly, it provides biological inference beyond prediction that other methods do not afford. Thus, SLIDE is a versatile engine for biological discovery from modern multiomic datasets.",,False,Visium,885,32285
GSE245263_GSM7839621,mouse,brain,,Spatial transcriptomics of brains from tumor-bearing C57BL/6 mice,,,True,Visium,2158,32272
GSE245313_GSM7840724,frog,tail,,Characterization of regeneration initiating cells during Xenopus laevis tail regeneration [spatial transcriptomics],,,False,Visium,1805,44478
GSE245313_GSM7840725,frog,tail,,Characterization of regeneration initiating cells during Xenopus laevis tail regeneration [spatial transcriptomics],,,False,Visium,1267,44478
GSE245313_GSM7840726,frog,tail,,Characterization of regeneration initiating cells during Xenopus laevis tail regeneration [spatial transcriptomics],,,False,Visium,2123,44478
GSE245388_GSM7841727,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,64,36601
GSE245388_GSM7841728,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,130,36601
GSE245388_GSM7841729,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,235,36601
GSE245388_GSM7841730,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,149,36601
GSE245388_GSM7841731,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,444,36601
GSE245388_GSM7841732,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,99,36601
GSE245388_GSM7841733,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,498,36601
GSE245388_GSM7841734,human,prostate,,Spatial transcriptomics reveals unexpected histological heterogeneity in primary prostate,,,False,Visium,302,36601
GSE248356_GSM7911966,mouse,melanoma,,Spatial transcriptomics reveals the pharmacological effects on tumors and TME structural heterogeneity under MASK vaccine treatment,,,True,Visium,4798,32589
GSE248356_GSM7911967,mouse,melanoma,,Spatial transcriptomics reveals the pharmacological effects on tumors and TME structural heterogeneity under MASK vaccine treatment,,,True,Visium,4898,32589
GSE248356_GSM7911968,mouse,melanoma,,Spatial transcriptomics reveals the pharmacological effects on tumors and TME structural heterogeneity under MASK vaccine treatment,,,True,Visium,4663,32589
GSE248646_GSM7918345,rattus norvegicus,tendon,,Spatial Gene Expression in the Adult Rat Patellar Tendon,,,False,Visium,2179,25399
GSE248646_GSM7918346,rattus norvegicus,tendon,,Spatial Gene Expression in the Adult Rat Patellar Tendon,,,False,Visium,1624,25399
GSE249729_GSM7962127,human,skin,38113104,Tertiary lymphoid structures sustain cutaneous B cell activity in hidradenitis suppurativa,"Hidradenitis suppurativa (HS) is a chronic skin condition affecting approximately 1% of the US population. HS skin lesions are highly inflammatory and characterized by a large immune infiltrate. While B cells and plasma cells comprise a major component of this immune milieu, the biology and the contribution of these cells in HS pathogenesis are unclear. We aimed to investigate the dynamics and microenvironmental interactions of B cells within cutaneous HS lesions. Combining histological analysis, single-cell RNA sequencing, and spatial transcriptomics profiling of HS lesions, we defined the tissue microenvironment relative to B cell activity within this disease. Our findings identified tertiary lymphoid structures (TLSs) within HS lesions and described organized interactions among T cells, B cells, antigen-presenting cells, and skin stroma. We found evidence that B cells within HS TLSs actively underwent maturation, including participation in germinal center reactions and class switch recombination. Moreover, skin stroma and accumulating T cells were primed to support the formation of TLSs and facilitate B cell recruitment during HS. Our data definitively demonstrated the presence of TLSs in lesional HS skin and point to ongoing cutaneous B cell maturation through class switch recombination and affinity maturation during disease progression in this inflamed nonlymphoid tissue.",Adaptive immunity; Dermatology; Immunology; Skin.,False,Visium,3766,17943
